60001, Wesola, 62, flat, between 2011-2020, 194, SilverStone Constructions, 8, 1, 34
60313, Krucza, 64, apartment, between 1981-2000, 39, SilverStone Constructions, 5, 5, 254
60314, 3 Maja, 30, twin, between 2001-2010, 11, BlueSky Developers, 1, 1, 177
60315, Mickiewicza, 59, flat, between 1900-1950, 59, GoldenGate Builders, 4, 2, 78
60316, Piastowska, 59, house, between 2001-2010, 193, GreenField Group, 1, 1, 244
60317, Zielona, 71, house, between 2001-2010, 124, GoldenGate Builders, 9, 8, 195
60318, Konopna, 26, twin, between 1951-1980, 155, GoldenGate Builders, 3, 3, 220
60319, Plac Wolnosci, 50, flat, between 2001-2010, 45, SilverStone Constructions, 1, 1, 52
60320, Konopna, 71, apartment, between 1951-1980, 17, BlueSky Developers, 8, 6, 9
60321, Sienkiewicza, 40, twin, between 2011-2020, 193, BlueSky Developers, 2, 2, 243
60322, Wiosenna, 85, flat, between 2021-2024, 115, GreenField Group, 8, 1, 3
60323, Kwiatowa, 82, apartment, between 2011-2020, 79, GreenField Group, 2, 2, 257
60324, Wspolna, 66, twin, between 2021-2024, 158, SilverStone Constructions, 3, 2, 252
60325, Wiosenna, 75, twin, between 2001-2010, 116, SilverStone Constructions, 1, 1, 96
60326, Kwiatowa, 65, flat, between 1900-1950, 139, GreenField Group, 4, 1, 39
60327, Piekna, 88, house, between 1981-2000, 133, BlueSky Developers, 4, 1, 58
60328, Sportowa, 30, twin, between 2011-2020, 131, SilverStone Constructions, 3, 3, 252
60329, Parkowa, 71, apartment, between 1981-2000, 61, GreenField Group, 4, 4, 11
60330, Kwiatowa, 55, apartment, between 1951-1980, 96, BlueSky Developers, 9, 6, 204
60331, Sosnowa, 62, twin, between 2001-2010, 176, BlueSky Developers, 1, 1, 22
60332, Koscielna, 54, flat, between 1981-2000, 64, GreenField Group, 8, 7, 90
60333, Mickiewicza, 81, house, between 1900-1950, 193, GreenField Group, 5, 1, 205
60334, Piastowska, 35, twin, between 2021-2024, 73, SilverStone Constructions, 1, 1, 224
60335, Wiosenna, 48, flat, between 1951-1980, 145, BlueSky Developers, 8, 2, 24
60336, Piastowska, 60, house, between 1900-1950, 172, SilverStone Constructions, 9, 1, 245
60337, lakowa, 20, house, between 2011-2020, 88, SilverStone Constructions, 1, 1, 154
60338, Koscielna, 33, flat, between 2021-2024, 1, GoldenGate Builders, 2, 2, 166
60339, Sloneczna, 75, apartment, between 1900-1950, 190, GreenField Group, 10, 9, 268
60340, Piastowska, 79, twin, between 2011-2020, 133, GoldenGate Builders, 1, 1, 198
60341, Mickiewicza, 94, flat, between 1900-1950, 135, SilverStone Constructions, 5, 4, 296
60342, Mickiewicza, 67, flat, between 2021-2024, 99, GreenField Group, 1, 1, 64
60343, Krucza, 26, flat, between 2021-2024, 37, BlueSky Developers, 8, 3, 53
60344, Mickiewicza, 97, apartment, between 2011-2020, 100, GreenField Group, 8, 8, 33
60345, Brzozowa, 89, twin, between 2011-2020, 135, GreenField Group, 1, 1, 293
60346, Wiosenna, 41, house, between 1900-1950, 86, GreenField Group, 8, 6, 33
60347, Ogrodowa, 25, house, between 1981-2000, 43, BlueSky Developers, 9, 6, 86
60348, Piekna, 52, twin, between 1981-2000, 142, GreenField Group, 3, 3, 157
60349, Wiosenna, 78, twin, between 1951-1980, 137, GoldenGate Builders, 3, 3, 163
60350, Polna, 55, twin, between 2001-2010, 55, BlueSky Developers, 1, 1, 125
60351, Kwiatowa, 83, flat, between 2021-2024, 93, BlueSky Developers, 5, 4, 269
60352, Mickiewicza, 81, house, between 1951-1980, 21, GoldenGate Builders, 1, 1, 62
60353, Ogrodowa, 88, house, between 1981-2000, 120, GoldenGate Builders, 5, 5, 163
60354, Piekna, 33, twin, between 2011-2020, 20, GoldenGate Builders, 3, 3, 62
60355, Mickiewicza, 56, twin, between 2011-2020, 96, SilverStone Constructions, 1, 1, 177
60356, Topolowa, 69, house, between 1981-2000, 175, BlueSky Developers, 1, 1, 289
60357, Sosnowa, 81, house, between 2001-2010, 10, GreenField Group, 3, 2, 255
60358, Mickiewicza, 96, twin, between 2001-2010, 149, BlueSky Developers, 3, 1, 62
60359, Krotka, 51, apartment, between 2011-2020, 83, BlueSky Developers, 4, 4, 171
60360, Mickiewicza, 59, apartment, between 2011-2020, 86, GoldenGate Builders, 6, 6, 170
60361, Slowackiego, 44, twin, between 1900-1950, 62, SilverStone Constructions, 2, 2, 147
60362, Piekna, 34, flat, between 2011-2020, 98, SilverStone Constructions, 10, 3, 11
60363, Koscielna, 50, apartment, between 2021-2024, 20, BlueSky Developers, 8, 6, 62
60364, Mickiewicza, 37, flat, between 2011-2020, 146, GoldenGate Builders, 4, 3, 287
60365, Kwiatowa, 78, house, between 1981-2000, 92, SilverStone Constructions, 9, 7, 26
60366, Krotka, 77, flat, between 1900-1950, 76, SilverStone Constructions, 6, 3, 100
60367, Sosnowa, 26, house, between 2021-2024, 122, BlueSky Developers, 9, 8, 81
60368, Wesola, 50, apartment, between 1951-1980, 107, GreenField Group, 1, 1, 233
60369, Sienkiewicza, 73, house, between 2021-2024, 177, GoldenGate Builders, 10, 5, 209
60370, Lesna, 79, apartment, between 1900-1950, 123, SilverStone Constructions, 8, 2, 39
60371, Konopna, 59, house, between 2001-2010, 165, SilverStone Constructions, 5, 1, 199
60372, Wiosenna, 72, apartment, between 1900-1950, 105, BlueSky Developers, 7, 7, 286
60373, Konopna, 82, apartment, between 1951-1980, 57, SilverStone Constructions, 3, 3, 8
60374, Wesola, 31, twin, between 1951-1980, 121, BlueSky Developers, 1, 1, 2
60375, Kwiatowa, 79, house, between 1900-1950, 123, GoldenGate Builders, 9, 6, 263
60376, Mickiewicza, 86, apartment, between 2021-2024, 122, GoldenGate Builders, 7, 6, 170
60377, Rzeczna, 81, house, between 2011-2020, 48, BlueSky Developers, 8, 7, 40
60378, Kwiatowa, 51, apartment, between 1900-1950, 54, SilverStone Constructions, 5, 5, 174
60379, Topolowa, 93, twin, between 1900-1950, 180, GoldenGate Builders, 2, 1, 155
60380, Kwiatowa, 49, apartment, between 2021-2024, 161, GoldenGate Builders, 7, 1, 77
60381, Zielona, 22, apartment, between 2021-2024, 145, GoldenGate Builders, 8, 6, 280
60382, Krotka, 77, apartment, between 1981-2000, 176, GoldenGate Builders, 4, 1, 32
60383, Kwiatowa, 56, apartment, between 1981-2000, 139, GoldenGate Builders, 7, 1, 138
60384, Ogrodowa, 93, house, between 2001-2010, 160, GreenField Group, 1, 1, 98
60385, Wesola, 89, apartment, between 1900-1950, 158, GoldenGate Builders, 1, 1, 86
60386, Mickiewicza, 23, flat, between 1900-1950, 151, BlueSky Developers, 7, 4, 123
60387, Koscielna, 41, apartment, between 1981-2000, 137, BlueSky Developers, 10, 3, 34
60388, Jagiellonska, 82, twin, between 1981-2000, 153, GoldenGate Builders, 1, 1, 174
60389, Cicha, 67, apartment, between 2001-2010, 145, SilverStone Constructions, 1, 1, 298
60390, Ogrodowa, 44, apartment, between 1900-1950, 191, GoldenGate Builders, 10, 10, 25
60391, Kwiatowa, 56, house, between 2011-2020, 90, GoldenGate Builders, 8, 6, 120
60392, Slowackiego, 90, house, between 2021-2024, 155, BlueSky Developers, 2, 2, 175
60393, Wiosenna, 51, house, between 2001-2010, 53, BlueSky Developers, 2, 1, 12
60394, Cicha, 21, twin, between 1951-1980, 16, GoldenGate Builders, 1, 1, 260
60395, Chopina, 51, house, between 1900-1950, 189, SilverStone Constructions, 1, 1, 21
60396, Mickiewicza, 55, apartment, between 2021-2024, 16, BlueSky Developers, 5, 1, 255
60397, Zielona, 30, flat, between 2011-2020, 41, BlueSky Developers, 6, 1, 106
60398, Kwiatowa, 68, apartment, between 1900-1950, 26, BlueSky Developers, 9, 2, 206
60399, Mickiewicza, 65, twin, between 1981-2000, 138, GreenField Group, 3, 3, 17
60400, Lesna, 25, house, between 2021-2024, 11, BlueSky Developers, 1, 1, 170
60401, Ogrodowa, 85, twin, between 1951-1980, 172, SilverStone Constructions, 1, 1, 170
60402, Cicha, 47, house, between 1981-2000, 89, GoldenGate Builders, 7, 4, 238
60403, Sloneczna, 25, house, between 2011-2020, 43, GreenField Group, 6, 5, 0
60404, Zielona, 79, twin, between 2001-2010, 174, GreenField Group, 1, 1, 99
60405, Sloneczna, 32, twin, between 2001-2010, 129, SilverStone Constructions, 3, 1, 53
60406, Kolobrzeska, 88, flat, between 2001-2010, 175, BlueSky Developers, 3, 1, 225
60407, Sosnowa, 50, apartment, between 2021-2024, 64, BlueSky Developers, 5, 4, 174
60408, Wspolna, 92, apartment, between 2021-2024, 126, GoldenGate Builders, 5, 4, 186
60409, Wiosenna, 81, twin, between 2011-2020, 90, BlueSky Developers, 3, 2, 270
60410, Akacjowa, 27, house, between 2001-2010, 16, GreenField Group, 10, 10, 297
60411, Kwiatowa, 61, apartment, between 1951-1980, 4, GreenField Group, 6, 5, 128
60412, Kwiatowa, 28, house, between 1951-1980, 79, GreenField Group, 7, 7, 294
60413, Reymonta, 54, house, between 2021-2024, 18, BlueSky Developers, 6, 4, 190
60414, Krotka, 96, apartment, between 2011-2020, 68, SilverStone Constructions, 4, 4, 5
60415, Brzozowa, 90, flat, between 1900-1950, 65, BlueSky Developers, 8, 6, 95
60416, Zielona, 30, house, between 2011-2020, 22, BlueSky Developers, 9, 4, 226
60417, Wesola, 32, house, between 1900-1950, 34, GreenField Group, 7, 2, 255
60418, Konopna, 43, apartment, between 1951-1980, 172, BlueSky Developers, 6, 2, 38
60419, Cicha, 31, apartment, between 2001-2010, 131, GoldenGate Builders, 3, 1, 138
60420, Mickiewicza, 24, house, between 2001-2010, 185, SilverStone Constructions, 1, 1, 290
60421, Piekna, 73, apartment, between 2011-2020, 39, SilverStone Constructions, 6, 5, 158
60422, Wspolna, 59, twin, between 2021-2024, 40, SilverStone Constructions, 1, 1, 30
60423, Sloneczna, 58, house, between 1981-2000, 42, SilverStone Constructions, 3, 1, 33
60424, Ogrodowa, 25, flat, between 2021-2024, 91, GreenField Group, 1, 1, 86
60425, Konopna, 84, apartment, between 2001-2010, 12, BlueSky Developers, 1, 1, 1
60426, Zielona, 92, flat, between 2001-2010, 179, GreenField Group, 10, 8, 186
60427, Piastowska, 66, flat, between 1981-2000, 87, BlueSky Developers, 10, 4, 22
60428, Wspolna, 82, flat, between 1900-1950, 128, GreenField Group, 8, 5, 178
60429, Kolobrzeska, 93, flat, between 1981-2000, 79, SilverStone Constructions, 2, 1, 100
60430, Plac Wolnosci, 29, twin, between 2021-2024, 137, SilverStone Constructions, 3, 1, 228
60431, Mickiewicza, 69, twin, between 2001-2010, 98, SilverStone Constructions, 3, 3, 234
60432, Brzozowa, 65, flat, between 2021-2024, 75, GreenField Group, 5, 2, 76
60433, Spacerowa, 68, apartment, between 1981-2000, 70, GreenField Group, 4, 2, 125
60434, Mickiewicza, 74, apartment, between 1981-2000, 178, BlueSky Developers, 1, 1, 96
60435, Krotka, 32, twin, between 1900-1950, 39, GoldenGate Builders, 2, 1, 227
60436, Sosnowa, 94, flat, between 1900-1950, 145, GreenField Group, 3, 2, 231
60437, Krotka, 59, flat, between 2001-2010, 146, BlueSky Developers, 8, 3, 58
60438, Sloneczna, 84, twin, between 2001-2010, 160, GoldenGate Builders, 1, 1, 285
60439, Kolobrzeska, 74, house, between 2011-2020, 139, SilverStone Constructions, 1, 1, 132
60440, Parkowa, 85, apartment, between 1981-2000, 112, GreenField Group, 1, 1, 164
60441, Kwiatowa, 58, twin, between 2011-2020, 1, GoldenGate Builders, 1, 1, 159
60442, Chopina, 36, apartment, between 1951-1980, 114, GoldenGate Builders, 9, 9, 150
60443, Mickiewicza, 41, flat, between 1951-1980, 98, BlueSky Developers, 4, 1, 276
60444, Akacjowa, 91, apartment, between 2011-2020, 119, SilverStone Constructions, 4, 3, 227
60445, Chopina, 76, flat, between 2011-2020, 184, BlueSky Developers, 10, 5, 3
60446, Parkowa, 35, flat, between 1981-2000, 179, GreenField Group, 3, 3, 102
60447, Sloneczna, 24, twin, between 2021-2024, 186, BlueSky Developers, 2, 2, 154
60448, Kolobrzeska, 76, apartment, between 1900-1950, 192, GreenField Group, 8, 3, 31
60449, Sienkiewicza, 47, house, between 2021-2024, 74, GoldenGate Builders, 4, 2, 256
60450, Wspolna, 38, twin, between 1981-2000, 43, GoldenGate Builders, 1, 1, 167
60451, Piastowska, 90, twin, between 1981-2000, 18, SilverStone Constructions, 1, 1, 266
60452, Sloneczna, 53, twin, between 1951-1980, 146, BlueSky Developers, 1, 1, 213
60453, Parkowa, 84, flat, between 1900-1950, 109, GoldenGate Builders, 2, 2, 169
60454, Konopna, 59, flat, between 1981-2000, 130, GoldenGate Builders, 2, 2, 289
60455, Konopna, 73, apartment, between 1981-2000, 62, BlueSky Developers, 10, 10, 232
60456, Sloneczna, 47, apartment, between 2011-2020, 23, SilverStone Constructions, 1, 1, 41
60457, Parkowa, 72, twin, between 1981-2000, 145, GreenField Group, 2, 1, 148
60458, Wiosenna, 45, apartment, between 1900-1950, 31, BlueSky Developers, 1, 1, 263
60459, Topolowa, 75, flat, between 2011-2020, 58, GreenField Group, 3, 1, 207
60460, Reymonta, 86, twin, between 1951-1980, 126, BlueSky Developers, 2, 1, 129
60461, Chopina, 67, twin, between 1900-1950, 9, GreenField Group, 2, 2, 72
60462, Mickiewicza, 70, flat, between 2021-2024, 189, BlueSky Developers, 2, 2, 170
60463, Wspolna, 75, flat, between 1981-2000, 161, GreenField Group, 10, 4, 293
60464, 3 Maja, 32, twin, between 2021-2024, 152, SilverStone Constructions, 3, 1, 97
60465, Sloneczna, 75, twin, between 2001-2010, 55, SilverStone Constructions, 2, 2, 137
60466, Sportowa, 88, apartment, between 2021-2024, 136, GoldenGate Builders, 8, 2, 2
60467, 3 Maja, 71, twin, between 1900-1950, 84, GoldenGate Builders, 1, 1, 292
60468, Mickiewicza, 78, house, between 1981-2000, 157, BlueSky Developers, 3, 3, 276
60469, Mickiewicza, 40, house, between 2011-2020, 192, GoldenGate Builders, 9, 7, 162
60470, Brzozowa, 58, apartment, between 2021-2024, 46, BlueSky Developers, 9, 1, 63
60471, Brzozowa, 96, flat, between 1951-1980, 123, GreenField Group, 3, 2, 207
60472, Piastowska, 98, flat, between 2011-2020, 71, SilverStone Constructions, 6, 1, 150
60473, lakowa, 81, house, between 1981-2000, 133, GreenField Group, 7, 5, 222
60474, Mickiewicza, 80, house, between 1900-1950, 120, GoldenGate Builders, 4, 1, 195
60475, Polna, 48, house, between 2001-2010, 11, SilverStone Constructions, 3, 1, 73
60476, Polna, 53, apartment, between 2011-2020, 106, SilverStone Constructions, 7, 3, 125
60477, Wiosenna, 57, flat, between 1900-1950, 140, SilverStone Constructions, 1, 1, 121
60478, Parkowa, 29, house, between 2021-2024, 140, BlueSky Developers, 1, 1, 126
60479, Chopina, 72, apartment, between 1981-2000, 137, SilverStone Constructions, 4, 4, 108
60480, Wspolna, 58, house, between 2001-2010, 44, BlueSky Developers, 5, 2, 232
60481, Wiosenna, 89, house, between 2011-2020, 105, GreenField Group, 7, 1, 83
60482, Wesola, 99, twin, between 1900-1950, 119, GreenField Group, 3, 3, 167
60483, Plac Wolnosci, 84, apartment, between 2021-2024, 4, GreenField Group, 1, 1, 215
60484, Kwiatowa, 46, flat, between 1900-1950, 38, GreenField Group, 8, 7, 179
60485, Piekna, 56, house, between 2001-2010, 68, GreenField Group, 8, 2, 102
60486, Lesna, 76, house, between 2021-2024, 23, BlueSky Developers, 5, 4, 209
60487, Kwiatowa, 96, apartment, between 1951-1980, 23, SilverStone Constructions, 6, 6, 156
60488, Krotka, 69, flat, between 2021-2024, 58, SilverStone Constructions, 10, 6, 285
60489, Sosnowa, 28, house, between 1951-1980, 132, GreenField Group, 6, 3, 203
60490, Cicha, 65, twin, between 1981-2000, 126, GreenField Group, 1, 1, 67
60491, Krotka, 79, flat, between 2001-2010, 17, GreenField Group, 9, 5, 194
60492, Mickiewicza, 73, apartment, between 2001-2010, 152, BlueSky Developers, 5, 1, 168
60493, Cicha, 74, twin, between 1951-1980, 200, SilverStone Constructions, 2, 1, 283
60494, Mickiewicza, 82, house, between 1900-1950, 25, GoldenGate Builders, 5, 3, 228
60495, Kwiatowa, 77, apartment, between 1981-2000, 177, GreenField Group, 10, 9, 183
60496, Spacerowa, 38, twin, between 1981-2000, 70, SilverStone Constructions, 3, 3, 289
60497, Chopina, 88, flat, between 2021-2024, 166, GoldenGate Builders, 2, 1, 238
60498, Kwiatowa, 71, apartment, between 2021-2024, 8, GreenField Group, 7, 6, 139
60499, Akacjowa, 52, twin, between 2011-2020, 125, SilverStone Constructions, 2, 2, 59
60500, Kwiatowa, 95, apartment, between 2001-2010, 80, SilverStone Constructions, 2, 2, 258
60501, Mickiewicza, 46, flat, between 2001-2010, 199, GoldenGate Builders, 7, 6, 292
60502, Rzeczna, 77, twin, between 1981-2000, 35, BlueSky Developers, 2, 1, 270
60503, Slowackiego, 48, flat, between 1951-1980, 188, SilverStone Constructions, 6, 2, 92
60504, Spacerowa, 69, apartment, between 2011-2020, 129, SilverStone Constructions, 3, 1, 163
60505, Mickiewicza, 74, flat, between 1900-1950, 83, GoldenGate Builders, 10, 8, 48
60506, Aleja Lipowa, 36, house, between 2021-2024, 159, BlueSky Developers, 7, 1, 12
60507, Kwiatowa, 32, house, between 1981-2000, 104, GoldenGate Builders, 2, 1, 199
60508, Rzeczna, 59, house, between 2021-2024, 5, GoldenGate Builders, 8, 7, 67
60509, Koscielna, 38, apartment, between 1951-1980, 81, BlueSky Developers, 4, 3, 82
60510, Krotka, 56, twin, between 2001-2010, 1, SilverStone Constructions, 2, 2, 95
60511, Piastowska, 80, house, between 2001-2010, 34, BlueSky Developers, 5, 4, 255
60512, Wesola, 25, flat, between 2011-2020, 24, GoldenGate Builders, 3, 1, 173
60513, 3 Maja, 33, house, between 1981-2000, 153, SilverStone Constructions, 5, 2, 242
60514, Sloneczna, 57, apartment, between 1951-1980, 162, BlueSky Developers, 4, 1, 54
60515, Ogrodowa, 59, twin, between 2011-2020, 98, BlueSky Developers, 1, 1, 17
60516, Sloneczna, 86, twin, between 2001-2010, 123, GoldenGate Builders, 1, 1, 28
60517, Lesna, 38, twin, between 2001-2010, 54, GoldenGate Builders, 1, 1, 266
60518, Kwiatowa, 41, flat, between 2001-2010, 76, GoldenGate Builders, 2, 1, 134
60519, Koscielna, 79, flat, between 2011-2020, 115, GreenField Group, 9, 8, 85
60520, Wspolna, 51, twin, between 2011-2020, 179, SilverStone Constructions, 1, 1, 233
60521, Slowackiego, 67, twin, between 2011-2020, 123, GoldenGate Builders, 2, 1, 73
60522, Kwiatowa, 27, house, between 2001-2010, 66, BlueSky Developers, 10, 3, 279
60523, Rzeczna, 69, apartment, between 2011-2020, 124, GreenField Group, 7, 1, 216
60524, Kwiatowa, 76, twin, between 1981-2000, 32, BlueSky Developers, 3, 3, 69
60525, Lesna, 79, flat, between 2021-2024, 142, GreenField Group, 6, 6, 189
60526, Mickiewicza, 61, house, between 1951-1980, 71, BlueSky Developers, 5, 2, 199
60527, Ogrodowa, 81, apartment, between 1981-2000, 22, GoldenGate Builders, 10, 8, 223
60528, Topolowa, 34, apartment, between 2001-2010, 4, GoldenGate Builders, 3, 1, 283
60529, Chopina, 27, apartment, between 1981-2000, 122, GreenField Group, 8, 3, 224
60530, Mickiewicza, 72, house, between 1900-1950, 50, GreenField Group, 4, 2, 104
60531, Ogrodowa, 57, house, between 2001-2010, 26, GoldenGate Builders, 7, 3, 293
60532, Krucza, 65, twin, between 2011-2020, 65, BlueSky Developers, 2, 1, 63
60533, Kwiatowa, 21, twin, between 1951-1980, 174, SilverStone Constructions, 3, 3, 136
60534, Mickiewicza, 38, house, between 2011-2020, 121, BlueSky Developers, 7, 1, 173
60535, Sosnowa, 89, apartment, between 2011-2020, 170, SilverStone Constructions, 1, 1, 59
60536, Cicha, 39, apartment, between 1981-2000, 167, GreenField Group, 8, 3, 33
60537, Mickiewicza, 79, house, between 1981-2000, 70, GoldenGate Builders, 10, 7, 284
60538, Mickiewicza, 48, apartment, between 2001-2010, 58, SilverStone Constructions, 9, 9, 146
60539, Kwiatowa, 57, house, between 2001-2010, 14, GoldenGate Builders, 6, 2, 95
60540, Koscielna, 70, house, between 1951-1980, 174, SilverStone Constructions, 3, 3, 46
60541, Mickiewicza, 37, apartment, between 1900-1950, 37, GreenField Group, 5, 5, 23
